timestamp,exchange,trading_pair,side,amount,trade_pnl,trade_pnl_quote,cum_fee_quote,net_pnl_quote,net_pnl,close_timestamp,executor_status,close_type,entry_price,close_price,sl,tp,tl,open_order_type,take_profit_order_type,stop_loss_order_type,time_limit_order_type,leverage
1687184321.0,binance_perpetual,DOGE-BUSD,TradeType.SELL,324.4383161651391029280558034,-0.001136179191689660769355624087,-0.02268000000000000000000000000,0.01198378,-0.03466378000000000000000000000,-0.001736519644678493350245771390,1687187621.0,PositionExecutorStatus.COMPLETED,CloseType.TIME_LIMIT,0.061610,0.061680,0.0075,0.1,3300,OrderType.MARKET,OrderType.MARKET,OrderType.MARKET,OrderType.MARKET,20
1687188030.0,binance_perpetual,DOGE-BUSD,TradeType.BUY,323.7555645487656819101578308,0.001133052767886047264486888961,0.02261000000000000000000000000,0.01197974,0.01063026000000000000000000000,0.0005327132028460120651828569768,1687190689.0,PositionExecutorStatus.COMPLETED,CloseType.TRAILING_STOP,0.061780,0.061850,0.0075,0.1,3300,OrderType.MARKET,OrderType.MARKET,OrderType.MARKET,OrderType.MARKET,20
