timestamp,exchange,trading_pair,side,amount,trade_pnl,trade_pnl_quote,cum_fee_quote,net_pnl_quote,net_pnl,close_timestamp,executor_status,close_type,entry_price,close_price,sl,tp,tl,open_order_type,take_profit_order_type,stop_loss_order_type,time_limit_order_type,leverage
1686915002.0,binance_perpetual,DOGE-BUSD,TradeType.SELL,327.8957291581277153865070907,0.0009839291571006887504099704821,0.01962000000000000000000000000,0.01195838,0.00766162000000000000000000000,0.0003842248373407634527989825711,1686915271.0,PositionExecutorStatus.COMPLETED,CloseType.TRAILING_STOP,0.060980,0.060920,0.0075,0.1,3300,OrderType.MARKET,OrderType.MARKET,OrderType.MARKET,OrderType.MARKET,20
1686915272.0,binance_perpetual,DOGE-BUSD,TradeType.SELL,328.3263563982598703110892227,-0.008373009358069282548021671318,-0.1672800000000000000000000000,0.01203726,-0.1793172600000000000000000000,-0.008975520660230407918920758736,1686917967.0,PositionExecutorStatus.COMPLETED,CloseType.STOP_LOSS,0.060910,0.061420,0.0075,0.1,3300,OrderType.MARKET,OrderType.MARKET,OrderType.MARKET,OrderType.MARKET,20
