timestamp,exchange,trading_pair,side,amount,trade_pnl,trade_pnl_quote,cum_fee_quote,net_pnl_quote,net_pnl,close_timestamp,executor_status,close_type,entry_price,close_price,sl,tp,tl,open_order_type,take_profit_order_type,stop_loss_order_type,time_limit_order_type,leverage
1686980525.0,binance_perpetual,DOGE-BUSD,TradeType.BUY,318.2179793158313444709626094,0.0008614679413720980550858663713,0.01720000000000000000000000110,0.01198470,0.00521530000000000000000000110,0.0002612101020138315689935650899,1686980532.0,PositionExecutorStatus.COMPLETED,CloseType.TRAILING_STOP,0.06278591194968553459119496855,0.062840,0.0075,0.1,3300,OrderType.MARKET,OrderType.MARKET,OrderType.MARKET,OrderType.MARKET,20
1686980533.0,binance_perpetual,DOGE-BUSD,TradeType.BUY,318.2939444577066921301822233,-0.002227525855210819411296738266,-0.04452000000000000000000000001,0.01197842,-0.05649842000000000000000000001,-0.002826857397317162256145459640,1686983833.0,PositionExecutorStatus.COMPLETED,CloseType.TIME_LIMIT,0.062850,0.062710,0.0075,0.1,3300,OrderType.MARKET,OrderType.MARKET,OrderType.MARKET,OrderType.MARKET,20
